customer_id,meter_id,account_number,tariff_category,rate_plan_id,division,connection_date,contract_status,sanctioned_load_kw,security_deposit,avg_monthly_units,phone,email,meter_type,utility_type,scd_effective_start,scd_effective_end,scd_current_flag,record_version,created_at,last_updated
CUST000073,MTR000073,ACC71128131,Residential,RP006,East,2015-02-17,active,48.74,39521.58,137.26,+917926069523,customer73@yahoo.com,Smart Meter,Electricity,2023-09-02,2024-06-27,0,4,2015-02-17 09:00:51,2022-04-19 23:26:46
CUST003605,MTR003605,ACC97926906,Residential,RP004,UNKNOWN,2014-08-13,Active,198.89,14508.84,257.69,+919006338516,customer3605@yahoo.com,Prepaid,Electricity,,2023-01-27,0,3,,2022-04-29 06:18:26
CUST004632,MTR004632,ACC18373298,,RP005,South,2010-08-16,Disconnected,303.82,33350.03,323.23,+918986452034,UNKNOWN,Conventional,Electricity,2023-11-30,2024-08-28,0,4,2010-08-16 05:39:36,2024-01-02 18:45:57
CUST002157,MTR002157,ACC71709158,Residential,RP004,West,2013-10-27,Active,400.33,,278.32,+917141412703,UNKNOWN,Conventional,Gas,2023-11-16,2024-06-07,0,2,2013-10-27 14:09:17,2022-01-15 14:05:45
CUST001544,MTR001544,ACC41124850,Residential,RP006,West,2016-11-28,Active,92.18,1190.96,362.53,+919985609899,customer1544@gmail.com,,Electricity,2024-06-27,9999-12-31,1,3,2016-11-28 14:21:20,2022-08-14 19:20:37
CUST003431,MTR003431,ACC30314646,Residential,RP004,North,2015-12-30,Disconnected,,40402.76,,+919499210702,customer3431@gmail.com,Smart Meter,gas,2024-04-07,9999-12-31,1,4,2015-12-30 04:46:24,2022-04-29 01:48:28
CUST004029,MTR004029,ACC32230822,Commercial,RP005,North,2013-12-29,Pending,108.06,16123.42,632.21,+918556478685,customer4029@gmail.com,AMI,Electricity,2023-04-21,-,0,3,2013-12-29 09:02:59,2023-11-16 23:29:55
CUST002053,MTR002053,ACC31889189,Commercial,RP002,North,2012-02-04,Active,331.87,32576.7,2855.75,+919155772136,customer2053@gmail.com,AMI,Electricity,2022-09-28,2024-03-03,0,3,2012-02-04 02:06:10,2022-07-02 00:20:58
CUST000408,MTR099520,ACC96637705,Industrial,RP004,South,2018-09-29,Active,351.84,30378.57,33226.42,+919572467276,UNKNOWN,AMR,Gas,2022-10-26,2023-10-05,0,3,2018-09-29 00:35:30,2022-04-09 22:17:57
CUST002018,MTR002018,ACC43305844,Residential,RP002,Central,2011-04-13,Active,56.21,12174.38,161.97,+918618943265,customer2018@yahoo.com,Conventional,Electricity,0,9999-12-31,1,3,2011-04-13 23:58:34,2023-01-19 02:55:53
CUST003975,MTR003975,ACC63483987,Industrial,RP004,West,2014-11-08,Pending,152.03,49535.11,40621.98,+917626921119,customer3975@yahoo.com,Smart Meter,Electricity,2023-04-12,2023-08-29,0,3,2014-11-08 15:13:35,2022-10-26 11:26:44
CUST002931,MTR002931,ACC76974174,Residential,RP006,West,2015-06-21,Active,-,27541.15,141.11,+918107331688,customer2931@yahoo.com,Smart Meter,Electricity,2023-06-13,2023-11-28,0,1,2015-06-21 17:38:34,2024-03-07 02:20:11
CUST001531,MTR001531,ACC85875940,UNKNOWN,RP006,North,2014-01-19,Active,391.38,32049.23,356.8,+918241960117,customer1531@yahoo.com,Smart Meter,Water,2023-05-07,2024-09-20,0,1,2014-01-19 00:23:46,2024-12-27 18:16:58
CUST004172,MTR004172,ACC37539974,Commercial,RP004,North,2016-08-27,Active,379.87,32661.4,2095.26,+917556043047,customer4172@gmail.com,Smart Meter,Water,2022-12-19,2023-11-16,0,1,2016-08-27 04:15:41,2023-08-23 10:35:03
CUST002277,MTR002277,ACC38036655,Residential,RP005,North,2010-11-03,Active,9.28,18788.03,172.08,+919141441402,customer2277@yahoo.com,AMR,Water,2022-05-17,2023-12-05,0,2,2010-11-03 08:43:31,2022-09-10 16:25:22
CUST003060,-,ACC28258347,Commercial,RP006,West,2021-05-25,Active,260.78,20263.74,1748.53,+917135264656,customer3060@yahoo.com,Conventional,Water,2022-04-29,2023-03-23T00:00:00Z,0,2,,
CUST001458,MTR001458,ACC20069834,Industrial,RP003,East,2021-06-03,Active,65.03,UNKNOWN,44987.04,+918529628101,customer1458@yahoo.com,Conventional,Electricity,2023-05-31,2024-09-03,0,1,2021-06-03 21:03:10,2023-05-07 01:16:17
CUST002463,MTR002463,ACC38482876,Residential,RP004,West,2019-05-11,Pending,422.88,14815.94,117.39,+918752620300,customer2463@yahoo.com,Prepaid,Electricity,2022-04-12,2022-10-08,0,2,2019-05-11 16:31:02,2024-09-11 09:21:08
CUST003073,MTR003073,ACC68549741,Residential,RP001,Central,2018-03-29,Active,50.06,32334.25,365.7,+919375832372,customer3073@yahoo.com,prepaid,Electricity,2023-06-23,2023-11-01,0,3,2018-03-29 23:52:42,2023-12-31 10:34:36
CUST000576,MTR000576,ACC78703150,Residential,RP001,North,2020-11-20,Active,5.95,16247.01,138.46,+918804471359,customer576@yahoo.com,AMI,Electricity,2023-02-26,2023-05-31,0,2,,2024-10-18 06:41:54
CUST000844,MTR099113,ACC38321601,Commercial,RP006,Central,2019-03-01,Active,396.48,2508.88,1682.69,+919542301603,customer844@gmail.com,Smart Meter,Electricity,2024-07-16,17/10/2024,0,1,2019-03-01 13:50:16,2024-05-05 12:46:21
CUST001548,MTR001548,ACC79935284,Agricultural,RP005,South,,Active,255.16,8283.61,1463.67,+918173237208,customer1548@yahoo.com,Conventional,Gas,2024-02-21,9999-12-31,1,1,2010-08-25 16:21:43,2023-06-24 10:37:46
CUST003609,MTR003609,ACC59443447,Commercial,RP005,Central,,Disconnected,431.03,16241.04,4188.51,+919399092718,customer3609@yahoo.com,Conventional,Electricity,2022-10-15,2023-02-14,0,1,,2023-02-08 19:28:50
CUST003360,MTR003360,ACC15219612,Residential,RP005,,2016-12-30,Active,342.89,35280.41,251.5,+919402744374,customer3360@gmail.com,Prepaid,Electricity,2022-12-25,2023-05-20,0,4,2016-12-30 15:22:39,2022-06-09 17:05:33
CUST000515,MTR000515,ACC31151273,Commercial,RP004,Central,2016-03-18,Active,451.48,37331.11,4264.12,+918478487292,customer515@gmail.com,Smart Meter,Electricity,2023-04-09,2023-07-24,0,4,2016-03-18 20:01:15,2024-02-08 08:50:22
CUST004078,MTR004078,ACC92459143,Commercial,RP001,South,,Active,324.26,17793.39,,+919864055436,customer4078@gmail.com,Conventional,Water,2022-01-30,2023-08-30,0,4,2018-11-07 07:02:31,2022-01-18 15:57:37
CUST003182,MTR099558,ACC71303425,Residential,RP003,East,2019-03-29,Active,157.26,35884.86,135.52,+919214310386,customer3182@yahoo.com,Conventional,Electricity,2023-09-26,9999-12-31,1,2,2019-03-29 15:36:35,2023-11-07 12:49:44
CUST001659,MTR001659,ACC81330156,Residential,RP003,East,2010-10-19,Active,447.49,27765.67,325.3,+918848166685,customer1659@gmail.com,Smart Meter,Gas,1719878400,2024-11-24,0,2,2010-10-19 21:26:06,2023-10-12 03:23:50
CUST002658,MTR002658,ACC71847830,Residential,RP005,North,,Active,288.89,,196.82,+919787078263,customer2658@gmail.com,AMI,Electricity,2023-03-02,2024-05-21,0,2,2020-08-09 20:50:20,2023-07-20 07:18:04
CUST000311,MTR000311,ACC57328245,Residential,RP003,UNKNOWN,2017-07-10,Active,23.32,19029.15,142.38,+918715227165,customer311@yahoo.com,Conventional,Electricity,2023-04-24,2023-12-06,0,2,2017-07-10 15:59:52,
CUST003291,MTR003291,ACC50030368,Residential,RP005,South,2010-07-03,Active,126.47,6248.31,,+917883006224,customer3291@gmail.com,AMR,0,2023-05-26,2024-09-23,0,4,2010-07-03 08:38:20,2023-12-01 05:07:15
CUST004929,MTR004929,ACC60412702,Commercial,RP005,West,2010-09-09,Active,221.25,22757.23,3580.71,+919904483969,customer4929@yahoo.com,Smart Meter,Electricity,2024-06-23,9999-12-31,1,4,2010-09-09 04:25:10,2022-07-09 07:34:21
CUST003553,MTR003553,ACC92139078,Commercial,RP003,west,2010-04-24,Active,308.09,32753.36,0,+919921999896,customer3553@yahoo.com,Smart Meter,Electricity,2023-08-26,2024-02-14,0,4,2010-04-24 07:04:44,2024-07-09 06:25:14
CUST004550,MTR004550,ACC75802711,Residential,RP006,West,2017-03-27,Active,408.16,28716.32,278.26,+919730095636,customer4550@gmail.com,AMR,Gas,2022-11-16,2023-11-11,0,2,2017-03-27 12:36:55,2022-07-04 02:02:08
CUST001259,MTR001259,ACC28401478,Industrial,RP006,Central,2011-10-30,Active,205.69,47437.31,36508.2,+917460189106,customer1259@yahoo.com,Smart Meter,Electricity,2024-02-16,9999-12-31,1,1,2011-10-30 09:05:35,2022-10-30 21:26:08
CUST001215,MTR001215,ACC49527631,Agricultural,RP005,South,2018-09-18,ACTIVE,498.79,24403.97,1553.55,+919113814875,customer1215@gmail.com,Conventional,Water,2022-05-27,2023-01-11,0,1,2018-09-18 23:35:09,2022-06-07 01:22:09
CUST004919,MTR004919,ACC38220258,Residential,RP005,East,2017-09-09,Suspended,229.09,12519.25,194.33,+919687047942,customer4919@yahoo.com,AMI,Electricity,2024-08-16,9999-12-31,1,4,2017-09-09 01:43:45,2024-03-13 01:57:44
CUST000231,MTR000231,ACC79248638,Commercial,RP002,West,2017-04-16,Active,143.98,1301.78,1278.72,+919670633019,,AMR,0,2023-11-03,2024-02-26,0,4,2017-04-16 05:38:00,2022-03-28 06:51:44
CUST001368,MTR001368,ACC56828059,Commercial,RP004,South,2015-04-04,Active,195.21,2432.82,3289.16,+918301076206,customer1368@yahoo.com,,Electricity,2023-12-24,9999-12-31,1,4,2015-04-04 04:07:22,2024-08-12 23:39:03
CUST003940,MTR003940,ACC67243075,Agricultural,RP002,North,,Active,159.56,39875.39,1093.24,+919206438089,customer3940@gmail.com,Prepaid,Water,2022-10-01,2023-01-26,0,1,2020-07-03 13:47:48,2023-07-01 16:55:18
CUST000978,MTR000978,ACC46667030,Agricultural,0,North,,Active,381.81,13943.88,357.33,+919213956521,,Smart Meter,Electricity,2023-03-01,2023-07-26,0,3,2010-07-09 16:08:47,2023-12-22 22:53:29
CUST002953,MTR002953,ACC46041456,Street Lighting,RP004,,2020-08-07,Suspended,,10432.91,184.71,+917343893078,customer2953@gmail.com,Smart Meter,Water,2023-01-30,2023-07-19,0,2,,2022-10-30 04:00:48
CUST001652,MTR001652,ACC80917461,Agricultural,RP003,West,,Active,268.66,15701.04,589.46,+917958660697,customer1652@gmail.com,Conventional,Electricity,2024-05-27,2024-12-05,0,1,2014-03-12 15:48:52,2023-03-25 23:01:44
CUST001362,MTR001362,ACC85155637,Agricultural,RP005,North,2020-04-21,Active,317.86,35858.23,793.11,+919845489991,customer1362@gmail.com,Smart Meter,ELECTRICITY,2023-10-17,2024-02-05,0,1,2020-04-21 10:01:38,2022-07-23 05:12:32
CUST000766,MTR000766,ACC57597840,Residential,RP001,North,2017-08-13,Active,198.04,35370.04,343.41,+917624925591,customer766@gmail.com,Smart Meter,Electricity,2022-06-12,2024-01-11,0,4,2017-08-13 12:17:57,2024-12-11 14:47:41
CUST001648,MTR001648,ACC73505613,Residential,RP006,Central,2013-12-17,-,475.45,12264.81,UNKNOWN,+917002952401,,Smart Meter,Electricity,2022-11-26,2023-08-15,0,4,2013-12-17 17:03:23,2024-03-21 14:46:11
CUST002100,MTR002100,ACC34226954,Residential,RP002,South,2015-12-29,Active,435.5,14738.72,331.86,+919864057214,customer2100@gmail.com,AMR,Electricity,2022-09-16,2023-01-06,0,2,2015-12-29 07:13:16,2022-10-17 15:15:24
CUST002517,MTR002517,ACC84692514,Industrial,RP001,West,2017-06-19,Active,150.89,13650.81,14362.61,+918857336984,customer2517@gmail.com,Conventional,Electricity,2023-08-02,2024-10-09,0,1,2017-06-19 01:38:27,2023-01-08 22:18:44
CUST004060,MTR004060,ACC37281526,Agricultural,RP005,Central,2013-07-15,Active,181.71,,1302.63,+919910781502,customer4060@gmail.com,AMI,Electricity,2022-08-18,2023/08/29,0,2,2013-07-15 14:11:56,2023-05-01 23:09:07
CUST003936,MTR003936,ACC98072917,Residential,RP003,East,2019-10-25,Active,469.76,46055.23,396.65,+918874638439,customer3936@yahoo.com,Smart Meter,Electricity,2024-07-22,9999-12-31,1,2,2019-10-25 21:43:22,2022-11-04 22:55:55
CUST001715,MTR001715,ACC16408237,Residential,RP002,West,,Active,386.68,36777.96,114.14,+917524317379,customer1715@gmail.com,Smart Meter,Electricity,2022-02-27,2022-08-27,0,2,2016-11-12 21:53:49,2022-08-20 21:16:17
CUST004030,MTR004030,ACC57344419,Residential,RP001,North,2011-07-22,Active,16.97,34785.86,392.1,+917894741558,customer4030@gmail.com,Prepaid,Electricity,2023-11-13,9999-12-31,1,2,2011-07-22 01:41:27,2023-08-09 22:32:50
CUST002610,MTR002610,ACC18098449,Street Lighting,RP003,Central,2016-10-13,Active,464.32,33347.99,71.54,+917844767320,customer2610@gmail.com,,Electricity,2022-12-23,2024-03-26,0,3,2016-10-13 21:01:03,2022-02-22 21:44:35
CUST002750,,ACC47988266,Residential,RP005,South,2019-02-01,Active,444.04,11033.53,393.16,+919280765407,customer2750@yahoo.com,AMR,Electricity,2024-10-16,9999-12-31,1,2,2019-02-01 19:23:29,
CUST004001,MTR004001,ACC59735834,Residential,RP004,Central,2010-12-08,Active,496.97,5278.07,325.54,UNKNOWN,customer4001@gmail.com,AMI,Electricity,2024-07-22,9999-12-31,1,4,,2022-09-10 00:33:29
CUST001050,MTR001050,ACC92135162,Residential,RP002,East,2017-10-27,Active,35.5,21315.4,149.77,+919039535521,customer1050@yahoo.com,Smart Meter,Electricity,2024-04-23,9999-12-31,1,1,2017-10-27 00:30:11,2022-08-29 05:37:57
CUST003263,MTR003263,ACC30721907,Industrial,RP001,Central,2011-06-18,Active,169.77,2081.47,29085.52,+917088330170,customer3263@gmail.com,Smart Meter,Gas,2023-02-28,2024-06-10,0,4,2011-06-18 19:04:29,2022-09-28 07:38:06
CUST002860,MTR002860,ACC59261941,Street Lighting,RP003,South,2014-12-01,Active,111.04,25981.21,-,,customer2860@gmail.com,Conventional,Electricity,2022-09-16,2023-04-22,0,3,2014-12-01 10:00:05,
CUST002454,MTR002454,ACC52255042,Commercial,RP006,South,2017-03-20,Active,108.6,40111.08,3252.54,,customer2454@gmail.com,Smart Meter,Water,2022-05-08,2022-09-26,0,2,2017-03-20 18:05:06,2023-12-23 12:33:50
CUST001497,MTR001497,ACC33633908,Industrial,RP005,West,,Active,255.64,0,,+919834109223,customer1497@yahoo.com,-,Gas,2022-01-03,2022-10-03,0,4,2013-10-04 04:50:12,
CUST002479,MTR002479,ACC85877100,Residential,RP006,West,2012-03-03,Active,312.89,8310.17,158.35,+917257619968,customer2479@gmail.com,,Electricity,2023-11-22,2024-05-04,0,4,2012-03-03 19:59:29,
CUST002765,MTR002765,ACC47408312,Residential,RP003,North,2018-09-10,Active,109.58,13033.62,233.63,+917745832558,customer2765@gmail.com,Conventional,Gas,2024-09-25,9999-12-31,1,3,2018-09-10 06:55:01,2024-08-26 13:59:03
CUST004325,MTR004325,ACC31810413,Residential,RP006,East,2019-12-14,Suspended,323.84,14092.08,352.36,+917720345202,customer4325@yahoo.com,AMI,Electricity,2022-11-07,2023-12-20,0,3,2019-12-14 09:06:05,2024-11-18 16:10:22
CUST002982,MTR002982,ACC16468386,Commercial,RP002,Central,2015-10-18,Active,61.0,40556.34,4938.07,+919975542567,customer2982@yahoo.com,,Electricity,2023-03-12,2023-10-05,0,1,2015-10-18 05:41:51,2022-10-01 10:41:47
CUST001064,MTR099340,ACC35680350,commercial,RP005,North,2016-08-29,Active,42.97,49385.55,1908.41,+917151381034,,Smart Meter,Electricity,2024-01-16,2024-08-25,0,2,2016-08-29 15:23:35,2023-11-06 02:21:10
CUST001489,MTR001489,ACC77667980,Residential,RP006,North,2014-10-15,Active,156.67,16033.24,259.92,+918670990340,customer1489@yahoo.com,Ami,Gas,2022-11-25,2023-04-09,0,1,2014-10-15 01:25:22,2024-05-27 07:31:55
CUST000411,MTR000411,ACC48703618,Residential,RP006,Central,2016-07-19,Active,270.96,1768.32,,+917949703192,customer411@gmail.com,UNKNOWN,Electricity,2024-08-04,9999-12-31,1,1,2016-07-19 08:56:51,
CUST000320,MTR000320,ACC68865336,Commercial,RP006,West,,Active,31.17,27617.77,,+917979043481,customer320@gmail.com,Conventional,Water,2023-11-20,2024-07-08,0,4,2013-10-06 03:29:48,2024-05-24 11:18:28
CUST000898,MTR000898,ACC97497913,Street Lighting,RP001,South,2014-05-12,Active,393.08,11131.53,,+919645822424,customer898@yahoo.com,SMART METER,Electricity,06-05-2022,2022-10-13,0,3,2014-05-12 06:48:15,2024-05-22 20:43:29
CUST003578,MTR003578,ACC95194051,Industrial,RP006,South,2013-08-23,Active,144.45,36794.76,42046.71,+919812246158,customer3578@gmail.com,Smart Meter,Electricity,2024-05-30,9999-12-31,1,1,2013-08-23 04:53:01,2023-04-06 05:32:58
CUST002011,MTR002011,ACC12902737,,RP003,Central,2019-11-28,Active,427.76,10464.96,176.41,+919325960491,UNKNOWN,Smart Meter,Electricity,2024-08-17,9999-12-31,1,3,,
CUST003495,MTR003495,ACC69483540,Industrial,RP005,West,2012-08-26,Active,-,21916.31,13130.14,+917477650059,customer3495@yahoo.com,AMI,Water,2023-05-01,2023-07-31,0,2,2012-08-26 14:36:58,2022-03-20 16:41:48
CUST003091,MTR003091,ACC42683640,Residential,RP002,South,2011-09-27,Active,291.07,27773.78,317.04,+918486930186,customer3091@gmail.com,conventional,Electricity,2024-04-17,,1,4,2011-09-27 21:52:03,2023-06-02 13:43:28
CUST004125,MTR004125,ACC34186867,Residential,RP005,North,2017-09-20,Active,289.58,-,291.38,+918035287367,customer4125@gmail.com,Conventional,Electricity,UNKNOWN,2023-04-25,0,2,2017-09-20 03:16:57,2024-02-05 23:03:13
CUST000666,MTR000666,ACC41296964,Residential,RP003,Central,2017-05-11,Active,181.19,19002.5,224.05,+918856034642,customer666@gmail.com,Smart Meter,Electricity,2022-12-20,2023-06-26,0,3,,2023-05-11 00:54:24
CUST001323,MTR001323,ACC49286646,Commercial,RP006,NORTH,2021-05-21,Active,269.11,26886.03,4349.09,+919898424131,-,AMR,Electricity,2022-03-06,2023-02-19,0,2,2021-05-21 23:49:00,2023-11-18 08:55:06
CUST000364,MTR000364,ACC53023579,Industrial,RP001,East,2017-07-09,Active,65.63,28989.92,38218.58,+917160035555,,-,Water,2023-12-01,9999-12-31,1,1,2017-07-09 07:10:01,2022-12-22 06:39:49
CUST002062,MTR002062,ACC13398437,Residential,RP001,Central,2012-07-16,Suspended,164.84,35606.22,192.23,+918498595917,customer2062@yahoo.com,Conventional,Electricity,2024-07-09,9999-12-31,1,3,2012-07-16 10:39:24,2024-11-18 16:22:32
CUST001435,MTR001435,ACC32161680,Industrial,RP005,East,2017-07-16,Active,397.79,2101.8,17974.69,+917404878496,customer1435@gmail.com,AMI,Electricity,2024-10-08,9999-12-31,1,1,2017-07-16 09:50:44,2022-08-11 06:12:20
CUST002954,MTR002954,ACC40032107,Commercial,RP006,Central,2011-03-16,Active,392.39,45436.23,3902.65,+918534393898,customer2954@yahoo.com,Conventional,Electricity,2024-09-14,9999-12-31,1,2,2011-03-16 01:23:24,2022-06-18 09:02:52
CUST002283,MTR002283,ACC28089180,Residential,RP002,East,2017-02-11,Disconnected,34.1,39411.63,349.73,+918872595510,-,Smart Meter,Water,2024-07-08,9999-12-31,1,1,2017-02-11 19:51:17,2023-06-29 00:08:10
CUST002455,MTR002455,ACC25503040,Residential,,North,2017-08-29,Active,487.28,33877.96,258.53,+917219223675,customer2455@gmail.com,Conventional,water,2024-07-15,9999-12-31,1,1,2017-08-29 11:02:58,2024-04-24 01:48:53
CUST001619,MTR001619,ACC48228082,Residential,RP001,South,2016-08-23,Active,17.74,35817.62,200.98,+917047465765,customer1619@gmail.com,Smart Meter,Electricity,2024-04-02,9999-12-31,1,4,2016-08-23 17:53:13,2024-08-03 20:02:08
CUST000735,MTR000735,ACC78386844,Commercial,RP004,East,2017-05-13,Active,482.11,,2284.42,+918611103525,customer735@yahoo.com,AMR,Electricity,2022-03-21,,0,3,2017-05-13 04:50:07,2022-06-28 02:32:59
CUST003674,MTR003674,ACC76279155,Residential,RP004,Central,2018-03-01,Active,443.22,17946.16,277.61,+919945968678,,Smart Meter,Electricity,2024-02-11,9999-12-31,1,2,,2022-04-10 03:00:00
CUST003953,MTR003953,ACC63004730,RESIDENTIAL,RP004,West,2012-09-30,Disconnected,109.54,45424.48,,+918552483225,customer3953@yahoo.com,AMR,Electricity,2024-07-19,9999-12-31,1,3,2012-09-30 19:47:13,2024-08-30 23:04:57
CUST004630,MTR004630,ACC93578488,Industrial,RP002,Central,2020-02-27,Active,49.59,,21679.11,+919564969879,customer4630@gmail.com,Smart Meter,Electricity,2022-01-01,2022-11-21,0,3,2020-02-27 23:42:57,2023-06-12 05:30:17
CUST002228,MTR002228,ACC91990740,Residential,RP004,South,,Active,154.51,15574.8,197.47,+917960619619,customer2228@gmail.com,Prepaid,Electricity,2023-11-08,2024-06-27,0,3,2015-02-07 03:33:47,2022-05-18 11:54:45
CUST001993,MTR001993,ACC93629410,Residential,RP001,East,2016-03-28,Active,201.52,43567.36,162.43,+917628710862,customer1993@yahoo.com,Smart Meter,Electricity,2023-05-30,2024-02-07,0,1,2016-03-28 09:15:48,2022-09-27 19:38:10
CUST002186,MTR002186,ACC37150467,Residential,RP005,West,,Active,395.19,37382.88,122.72,+918851843705,customer2186@gmail.com,Smart Meter,Electricity,2023-10-15,2024-02-28,0,1,2020-04-18 18:36:10,2023-02-27 11:14:40
CUST003313,MTR003313,ACC53446972,Industrial,RP005,East,2019-08-05,Active,442.61,20817.15,24207.25,+919428433697,,Smart Meter,Water,2023-05-13,2024-12-28,0,3,2019-08-05 23:50:52,2023-06-23 12:57:58
CUST001630,MTR001630,ACC42979601,Commercial,RP006,South,2017-03-16,Active,429.5,23288.05,2948.01,,customer1630@gmail.com,AMR,Gas,2022-12-23,2023-07-06,0,3,2017-03-16 05:39:00,2023-11-19 23:36:09
CUST003539,MTR003539,ACC90709198,Residential,RP006,East,2018-02-21,Pending,47.83,2562.38,344.7,,customer3539@gmail.com,AMI,Gas,2022-05-06,2023-02-14,0,4,2018-02-21 11:06:46,2023-05-31 10:51:07
CUST000894,MTR000894,ACC69446519,Commercial,RP001,North,2010-06-30,Active,154.57,1466.86,3209.83,+919868242083,customer894@gmail.com,AMR,gas,2024-09-05,9999-12-31,1,3,2010-06-30 09:42:59,2023-06-17 06:11:08
CUST001772,MTR001772,ACC24535001,Residential,RP006,East,2010-04-04,Active,29.1,6680.13,255.73,+918702511137,customer1772@yahoo.com,AMR,Electricity,2024-10-25,9999-12-31,1,2,2010-04-04 09:17:49,
CUST004581,MTR004581,ACC22665657,Residential,RP005,West,2010-03-22,Pending,8.02,38866.26,144.46,+917444858215,customer4581@gmail.com,AMR,Electricity,2023-10-03,9999-12-31,1,2,2010-03-22 01:57:05,2022-05-20 04:15:15
CUST004480,MTR004480,ACC13601720,Commercial,RP005,West,2014-12-02,Active,494.84,1561.79,531.04,+919492611186,customer4480@gmail.com,Smart Meter,Electricity,2022-07-30,2023-04-12,0,3,2014-12-02 07:48:19,2024-12-13 05:52:30
CUST001539,MTR001539,ACC88539738,Residential,RP003,Central,2015-03-04,Disconnected,98.49,37137.09,371.84,+917554208924,customer1539@gmail.com,Prepaid,Electricity,2023-03-20,2024-08-06,0,4,2015-03-04 05:20:58,2022-05-20 00:24:25
CUST000263,MTR000263,ACC72044763,Commercial,RP001,south,2015-10-01,Active,45.86,44399.79,3665.92,+919324432876,customer263@gmail.com,Prepaid,Electricity,2024-03-19,9999-12-31,1,3,2015-10-01 10:46:52,
CUST000338,MTR000338,ACC22173602,Street Lighting,RP003,Central,2010-08-01,Active,116.52,19238.54,91.58,+919751504014,-,AMR,Gas,2022-04-18,2023-07-04,0,2,2010-08-01 11:59:06,
CUST001306,MTR001306,ACC35365695,Commercial,RP002,North,2017-12-08,Active,300.24,22774.45,2443.01,+918631510981,customer1306@gmail.com,ami,Gas,2022-12-01,2023-04-10,0,4,2017-12-08 03:06:32,2023-10-26 08:14:46
CUST000178,MTR000178,ACC87172560,Residential,RP003,West,2014-01-20,Active,446.33,27307.32,167.01,-,customer178@gmail.com,Smart Meter,Electricity,2024-04-25,9999-12-31,1,1,2014-01-20 23:30:30,2023-05-08 20:47:34
CUST001204,MTR001204,ACC73926361,Residential,RP005,,2016-06-16,Active,153.08,39560.79,0,+919740057538,customer1204@gmail.com,Conventional,electricity,2022-12-09,2024-04-10,0,3,2016-06-16 11:28:21,
CUST004571,MTR004571,ACC37416459,Residential,RP002,West,,Active,385.7,41891.85,262.87,+919597123263,customer4571@gmail.com,Conventional,Electricity,-,2023-10-10,0,3,2013-10-30 03:37:03,2022-09-23 21:21:56
CUST004893,MTR004893,ACC26905197,Residential,RP001,South,2020-06-30,Active,217.76,34821.59,252.25,+917776709347,customer4893@yahoo.com,Smart Meter,Electricity,2022-10-21,2023-03-10,0,2,2020-06-30 12:22:16,2024-09-22 10:18:32
CUST002255,MTR002255,ACC22741405,Commercial,RP005,East,2021-04-25,Active,219.49,10822.94,4175.52,+919758143640,customer2255@yahoo.com,Smart Meter,Electricity,2024-06-20,9999-12-31,1,1,2021-04-25 23:18:20,2024-04-25 08:36:25
CUST000254,MTR000254,ACC79371436,Residential,RP005,West,2011-06-10,Active,425.05,33586.64,125.97,+918484886949,customer254@gmail.com,Smart Meter,Electricity,2023-08-24,2024-08-17,0,3,,2023-06-25 01:59:27
CUST004499,MTR004499,ACC73563972,Commercial,RP004,East,2011-06-06,Active,254.66,,1497.82,+918702433748,customer4499@gmail.com,AMI,Electricity,2022-08-17,2023-06-04,0,4,,2023-07-16 19:16:54
CUST000152,MTR000152,ACC61531688,Commercial,RP005,East,2015-07-22,Active,225.26,3202.44,2136.12,+917465966702,customer152@gmail.com,AMR,Electricity,2022-06-06,2023-02-15,0,3,,2022-12-23 02:28:01
CUST003028,MTR003028,ACC43410160,Commercial,RP003,South,2020-08-22,Active,469.98,9127.27,1085.33,+919008520084,customer3028@gmail.com,AMR,Gas,2024-06-12,2024-12-17,0,1,2020-08-22 00:03:32,2024-05-25 22:02:18
CUST000158,MTR000158,ACC44413730,Residential,RP004,East,2021-03-27,active,488.48,42928.16,281.55,,customer158@gmail.com,Conventional,Electricity,2023-04-24,2024-05-15,0,1,2021-03-27 18:56:29,2024-09-01 17:43:24
CUST004589,MTR004589,ACC71760466,0,UNKNOWN,West,2019-04-20,Active,420.75,40110.44,176.15,+918553595574,customer4589@gmail.com,AMI,Gas,2022-08-25,2023-09-29,0,3,2019-04-20 09:39:15,2023-10-09 17:55:18
CUST003248,MTR099057,ACC48189979,Agricultural,RP001,East,2010-01-31,Active,493.24,30365.19,1764.16,+918393213780,customer3248@gmail.com,Conventional,Electricity,2024-09-09,9999/12/31,1,4,2010-01-31 04:30:30,2024-02-18 11:05:02
CUST002380,MTR002380,ACC19640202,Residential,RP003,North,2019-03-15,active,19.61,44663.15,283.07,+918549041292,customer2380@yahoo.com,conventional,Water,2022-03-17,2022-08-23,0,3,2019-03-15 11:08:58,2024-06-03 13:28:51
CUST003723,MTR003723,ACC38887471,Residential,RP001,South,2017-07-02,Active,-,19049.08,254.23,+919096842155,customer3723@gmail.com,Prepaid,Electricity,2023-09-04,2023-12-20,0,1,2017-07-02 06:15:17,
CUST004547,MTR004547,ACC75842416,Commercial,RP002,East,2014-03-06,Active,0,9635.82,1810.95,+918275151347,customer4547@gmail.com,Smart Meter,-,2022-12-02,2023-05-21,0,1,,2024-10-13 17:17:23
